Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month
2017-12-01,2017-12-07,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9,0.0,16.2099,2017,December
2017-12-01,2017-12-07,Standard Class,Consumer,United States,Saginaw,Michigan,Central,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0.0,3.6796,2017,December
2015-02-09,2015-02-13,Second Class,Corporate,United States,Dallas,Texas,Central,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5,2015,February
2015-01-02,2015-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88,2015,January
2015-01-02,2015-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958,2015,January
2015-01-02,2015-01-09,Standard Class,Corporate,United States,Medina,Ohio,East,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792,2015,January
2016-10-28,2016-11-01,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0.0,26.0568,2016,October
2016-10-28,2016-11-01,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782,2016,October
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148,2015,December
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6,0.2,8.2302,2015,December
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848,2015,December
2015-12-24,2015-12-27,First Class,Consumer,United States,Dublin,Ohio,East,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168,2015,December
2015-08-09,2015-08-16,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0.0,0.968,2015,August
2015-08-09,2015-08-16,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0.0,0.2198,2015,August
2015-02-28,2015-03-04,Standard Class,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408,2015,February
2017-04-07,2017-04-12,Standard Class,Home Office,United States,Tampa,Florida,South,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0.0,2017,April
2017-11-12,2017-11-16,Standard Class,Corporate,United States,Santa Clara,California,West,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,0.0,4.752,2017,November
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1957,25.92,5,0.2,9.396,2016,June
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2,0.2,11.1944,2016,June
2016-06-04,2016-06-09,Second Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038,2016,June
2014-06-01,2014-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,41.68,2014,June
2014-06-01,2014-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0.0,23.94,2014,June
2014-06-01,2014-06-06,Second Class,Home Office,United States,Lakeville,Minnesota,Central,Office Supplies,Paper,Xerox 205,25.92,4,0.0,12.4416,2014,June
2016-12-10,2016-12-15,Second Class,Consumer,United States,San Francisco,California,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372,2016,December
2016-09-11,2016-09-17,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0.0,3.5767,2016,September
2016-12-10,2016-12-13,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,22.5624,2016,December
2015-11-28,2015-12-04,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624,2015,November
2015-11-28,2015-12-04,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.044,2015,November
2017-12-01,2017-12-03,Second Class,Consumer,United States,New York City,New York,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3,0.0,6.9258,2017,December
2017-12-01,2017-12-03,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Safco Industrial Shelving,221.55,3,0.0,6.6465,2017,December
2017-12-01,2017-12-03,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5,0.2,6.132,2017,December
2016-06-06,2016-06-13,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,4,0.2,28.7196,2016,June
2015-11-10,2015-11-15,Standard Class,Consumer,United States,Brentwood,California,West,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,0.0,35.156,2015,November
2017-06-16,2017-06-20,Standard Class,Corporate,United States,Chapel Hill,North Carolina,South,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016,3,0.2,4.7304,2017,June
2016-01-22,2016-01-28,Standard Class,Consumer,United States,Morristown,New Jersey,East,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.0,0.3024,2016,January
2017-12-09,2017-12-13,Standard Class,Corporate,United States,Cincinnati,Ohio,East,Office Supplies,Storage,Safco Commercial Shelving,37.208,1,0.2,-7.4416,2017,December
2017-12-09,2017-12-13,Standard Class,Corporate,United States,Cincinnati,Ohio,East,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591,2017,December
2015-07-30,2015-07-31,First Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0.0,2.3232,2015,July
2015-07-30,2015-07-31,First Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92,3,0.2,4.095,2015,July
2017-09-16,2017-09-17,First Class,Corporate,United States,Inglewood,California,West,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0.0,4.0572,2017,September
2017-09-16,2017-09-17,First Class,Corporate,United States,Inglewood,California,West,Office Supplies,Art,Newell 330,5.98,1,0.0,1.5548,2017,September
2017-10-13,2017-10-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2,0.2,4.0768,2017,October
2017-10-13,2017-10-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.9072,2017,October
2017-10-13,2017-10-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Eldon Simplefile Box Office,59.712,6,0.2,5.9712,2017,October
2017-10-13,2017-10-17,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 489,24.84,3,0.2,8.694,2017,October
2015-09-26,2015-10-02,Standard Class,Consumer,United States,Portland,Oregon,West,Office Supplies,Paper,Easy-staple paper,141.76,5,0.2,47.844,2015,September
2015-09-26,2015-10-02,Standard Class,Consumer,United States,Portland,Oregon,West,Technology,Accessories,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96,2015,September
2015-09-26,2015-10-02,Standard Class,Consumer,United States,Portland,Oregon,West,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864,2015,September
2016-12-18,2016-12-20,Second Class,Corporate,United States,Tamarac,Florida,South,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316,2016,December
2016-11-20,2016-11-24,Second Class,Home Office,United States,Columbus,Ohio,East,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836,2016,November
2016-11-20,2016-11-24,Second Class,Home Office,United States,Columbus,Ohio,East,Office Supplies,Labels,Avery 512,18.496,8,0.2,6.2424,2016,November
2014-12-26,2014-12-28,First Class,Corporate,United States,Colorado Springs,Colorado,West,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558,2014,December
2014-12-26,2014-12-28,First Class,Corporate,United States,Colorado Springs,Colorado,West,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646,2014,December
2014-12-26,2014-12-28,First Class,Corporate,United States,Colorado Springs,Colorado,West,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988,2014,December
2016-10-28,2016-11-03,Standard Class,Corporate,United States,Belleville,New Jersey,East,Office Supplies,Paper,Xerox 223,32.4,5,0.0,15.552,2016,October
2016-10-28,2016-11-03,Standard Class,Corporate,United States,Belleville,New Jersey,East,Office Supplies,Paper,Xerox 1939,56.91,3,0.0,27.3168,2016,October
2016-10-28,2016-11-03,Standard Class,Corporate,United States,Belleville,New Jersey,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.024,2016,October
2016-10-28,2016-11-03,Standard Class,Corporate,United States,Belleville,New Jersey,East,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0.0,6.5688,2016,October
2015-05-04,2015-05-09,Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.864,2015,May
2014-12-30,2015-01-04,Standard Class,Corporate,United States,Taylor,Michigan,Central,Office Supplies,Art,Newell 350,9.84,3,0.0,2.8536,2014,December
2014-06-01,2014-06-06,Standard Class,Home Office,United States,Lakewood,New Jersey,East,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0.0,20.9208,2014,June
2017-04-15,2017-04-17,First Class,Consumer,United States,Arlington,Virginia,South,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,0.0,2.0049,2017,April
2016-09-12,2016-09-14,Second Class,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948,2016,September
2016-09-12,2016-09-14,Second Class,Corporate,United States,Arvada,Colorado,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114,2016,September
2016-09-12,2016-09-14,Second Class,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136,2016,September
2016-09-12,2016-09-14,Second Class,Corporate,United States,Arvada,Colorado,West,Office Supplies,Labels,Avery 509,6.264,3,0.2,2.0358,2016,September
2014-09-27,2014-10-03,Standard Class,Corporate,United States,Hackensack,New Jersey,East,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,37.6422,2014,September
2014-08-09,2014-08-16,Standard Class,Corporate,United States,Saint Petersburg,Florida,South,Technology,Phones,AT&T 1070 Corded Phone,178.384,2,0.2,22.298,2014,August
2014-08-09,2014-08-16,Standard Class,Corporate,United States,Saint Petersburg,Florida,South,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432,2014,August
2014-12-28,2014-12-30,First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744,2014,December
2014-11-04,2014-11-09,Standard Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568,2014,November
2014-11-04,2014-11-09,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0.0,13.071,2014,November
2014-09-19,2014-09-24,Standard Class,Corporate,United States,Long Beach,California,West,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0.0,3.58,2014,September
2016-04-23,2016-04-27,Standard Class,Corporate,United States,Hesperia,California,West,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,0.0,34.9965,2016,April
2017-11-03,2017-11-05,Second Class,Corporate,United States,Murfreesboro,Tennessee,South,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995,2017,November
2016-08-30,2016-09-01,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389,2016,August
2016-04-25,2016-04-29,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7,2016,April
2015-09-01,2015-09-04,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038,2015,September
2015-09-01,2015-09-04,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Avery Non-Stick Binders,14.368,4,0.2,4.49,2015,September
2014-07-12,2014-07-17,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956,2014,July
2015-06-22,2015-06-26,Second Class,Consumer,United States,Layton,Utah,West,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0.0,2.3312,2015,June
2014-04-13,2014-04-17,Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116,2014,April
2015-12-20,2015-12-24,Standard Class,Consumer,United States,Austin,Texas,Central,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22,2015,December
2017-06-15,2017-06-19,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976,2017,June
2017-07-08,2017-07-12,Standard Class,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0.0,3.0996,2017,July
2017-07-08,2017-07-12,Standard Class,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Paper,Easy-staple paper,24.56,2,0.0,11.5432,2017,July
2017-07-08,2017-07-12,Standard Class,Consumer,United States,Lowell,Massachusetts,East,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0.0,4.1472,2017,July
2016-09-01,2016-09-03,First Class,Home Office,United States,New York City,New York,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0.0,2.3086,2016,September
2016-09-01,2016-09-03,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1881,24.56,2,0.0,11.5432,2016,September
2016-09-01,2016-09-03,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668,2016,September
2016-09-01,2016-09-03,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1881,49.12,4,0.0,23.0864,2016,September
2016-04-08,2016-04-13,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588,2016,April
2016-04-08,2016-04-13,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0.0,3.7996,2016,April
2016-04-08,2016-04-13,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0.0,6.9864,2016,April
2016-04-08,2016-04-13,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",34.4,5,0.0,15.824,2016,April
2016-04-23,2016-04-28,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,0.2,11.325,2016,April
2017-03-08,2017-03-11,First Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0.0,9.936,2017,March
2017-09-25,2017-10-01,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0.0,9.936,2017,September
